date,0_9,10_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89,90_+
2020-03-22,0,0,3,1,4,2,1,3,2,0
2020-03-23,0,0,4,4,2,7,3,2,3,0
2020-03-24,1,1,0,3,1,5,1,2,2,1
2020-03-25,0,0,1,2,4,5,3,2,0,1
2020-03-26,0,1,1,0,3,2,5,2,1,1
2020-03-27,0,1,0,2,3,2,1,2,4,2
2020-03-28,0,0,1,1,2,2,1,2,1,1
2020-03-29,1,0,0,0,0,2,2,0,2,0
2020-03-30,0,0,1,0,1,3,3,3,2,1
2020-03-31,0,0,0,0,0,2,2,3,1,0
2020-04-01,1,1,1,1,2,2,0,1,1,1
2020-04-02,0,0,1,0,1,1,0,2,2,1
2020-04-03,1,0,1,0,2,1,0,0,1,0
2020-04-04,1,0,0,0,3,0,0,0,3,4
2020-04-05,0,0,0,0,1,1,0,2,2,0
2020-04-06,0,0,0,0,1,2,0,1,0,2
2020-04-07,0,0,0,1,2,0,0,1,0,0
2020-04-08,0,2,1,0,0,1,0,0,0,0
2020-04-09,0,0,0,0,1,0,0,0,0,0
2020-04-10,0,0,1,0,0,0,0,0,0,0
2020-04-11,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,1,0,0,0,0,0,0,0
2020-04-13,0,0,0,0,0,0,0,0,1,0
2020-04-14,0,0,0,0,0,0,0,0,1,0
2020-04-15,0,0,0,1,1,1,0,0,0,0
2020-04-16,0,0,0,0,0,1,0,1,0,0
2020-04-17,0,0,0,0,0,1,0,0,0,0
2020-04-18,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0,0
2020-04-20,0,0,0,0,0,0,0,0,0,0
2020-04-21,0,0,1,0,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0,0,0,0,0
2020-04-23,0,0,0,0,0,0,0,0,0,0
2020-04-24,0,0,0,0,0,1,0,0,0,1
2020-04-25,0,0,1,0,0,0,0,0,1,0
2020-04-26,0,0,0,1,0,0,0,0,0,0
2020-04-27,0,0,0,0,0,0,0,0,0,0
2020-04-28,0,0,0,0,0,0,0,1,0,0
2020-04-29,0,0,0,0,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,2,1,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0
2020-05-04,0,0,1,0,0,0,0,0,0,0
2020-05-05,0,0,0,0,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0,0,0,0,0
2020-05-08,0,0,0,0,0,2,0,0,0,1
2020-05-09,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,1,0,0,1,0
2020-05-12,0,0,0,0,0,0,0,0,0,0
2020-05-13,0,0,0,0,0,0,0,0,0,0
2020-05-14,0,0,0,0,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,1,0,0,0,1,1,0
2020-05-19,0,0,0,0,0,0,0,0,0,0
2020-05-20,0,0,0,0,0,0,0,0,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0
2020-05-22,0,0,0,0,0,0,0,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,0,0,0,0,0,0,0
2020-05-26,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0
2020-06-04,0,0,0,0,0,0,0,0,0,0
2020-06-05,0,0,0,0,0,0,0,0,0,0
2020-06-06,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,0,0
2020-06-09,0,0,0,0,0,0,0,0,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,1,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0
2020-06-20,0,0,0,0,1,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0
2020-06-27,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,0,0,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,0,0,0,0,0,1,0
2020-07-02,0,0,0,0,0,0,0,0,0,0
2020-07-03,0,0,0,0,0,0,0,0,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0
2020-07-06,0,0,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0,0,0
2020-07-10,0,0,0,0,0,0,0,0,0,0
2020-07-11,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,0,0
2020-07-13,0,0,0,0,0,0,1,0,0,0
2020-07-14,0,0,0,0,0,1,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0
2020-07-17,0,0,0,0,0,0,0,0,0,0
2020-07-18,0,0,0,0,0,1,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,0,1,0,0,0,0,0,0,0
2020-07-21,0,0,0,0,1,0,0,0,0,0
2020-07-22,0,0,0,1,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,1,0,0,0,0,0
2020-07-25,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0
2020-07-31,0,0,0,0,0,0,0,0,0,0
2020-08-01,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,1,0,0,0,0,0,0
2020-08-03,0,0,0,0,0,1,0,0,0,0
2020-08-04,0,0,0,0,0,1,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,0,0,0,0,0,0,0,0
2020-08-07,0,0,0,0,0,0,1,0,0,0
2020-08-08,0,0,1,0,1,0,0,0,0,0
2020-08-09,0,0,0,1,0,0,0,0,0,0
2020-08-10,0,1,0,0,0,0,0,0,0,0
2020-08-11,0,1,0,0,0,1,0,1,0,0
2020-08-12,0,2,1,0,1,1,0,0,0,0
2020-08-13,0,1,2,0,0,0,0,0,0,0
2020-08-14,0,1,0,0,0,1,0,1,0,0
2020-08-15,0,1,0,0,1,0,0,0,0,0
2020-08-16,0,0,1,0,0,0,0,0,0,0
2020-08-17,0,0,1,0,0,0,0,1,0,0
2020-08-18,0,0,2,1,1,1,1,0,0,0
2020-08-19,0,0,2,0,0,0,0,0,0,0
2020-08-20,0,1,0,0,0,1,1,1,0,0
2020-08-21,0,1,2,0,0,0,0,1,0,0
2020-08-22,0,2,2,3,0,0,0,0,0,0
2020-08-23,0,0,1,0,1,0,0,0,0,0
2020-08-24,0,0,2,0,2,2,0,0,0,0
2020-08-25,0,0,1,1,1,1,0,0,0,1
2020-08-26,0,0,3,1,1,1,0,0,0,0
2020-08-27,3,0,1,0,0,1,0,0,0,0
2020-08-28,0,0,1,0,0,2,0,0,0,0
2020-08-29,0,0,0,1,0,1,1,0,0,0
2020-08-30,0,0,0,0,1,0,0,0,0,0
2020-08-31,0,3,0,0,2,0,1,0,0,0
2020-09-01,0,1,0,1,1,3,1,0,0,0
2020-09-02,0,2,2,1,1,0,0,0,0,0
2020-09-03,0,0,1,0,2,1,2,0,0,0
2020-09-04,0,0,2,0,1,1,1,0,0,0
2020-09-05,0,0,0,1,0,1,1,0,0,0
2020-09-06,0,0,0,1,2,0,0,0,0,0
2020-09-07,0,1,0,2,1,1,0,1,1,0
2020-09-08,0,0,2,1,3,1,0,1,1,0
2020-09-09,0,0,1,0,1,1,0,1,1,0
2020-09-10,0,0,1,3,0,0,0,1,0,0
2020-09-11,0,0,1,0,1,0,1,0,0,0
2020-09-12,0,1,0,0,0,0,1,0,1,0
2020-09-13,0,0,2,2,5,1,1,1,0,0
2020-09-14,0,1,1,1,0,1,1,0,0,0
2020-09-15,0,1,1,0,0,0,0,0,0,0
2020-09-16,0,0,1,1,0,0,0,2,1,1
2020-09-17,0,0,0,0,0,1,0,1,0,0
2020-09-18,0,1,0,0,1,0,0,0,0,0
2020-09-19,0,3,1,0,0,0,0,0,0,1
2020-09-20,1,1,0,0,2,1,0,0,0,0
2020-09-21,1,1,0,1,0,2,3,0,1,0
2020-09-22,0,0,2,0,0,1,1,0,0,0
2020-09-23,0,1,3,0,3,3,0,0,2,0
2020-09-24,1,0,2,2,1,1,1,1,0,0
2020-09-25,1,3,2,0,0,0,2,1,1,0
2020-09-26,0,4,0,2,1,1,1,0,0,0
2020-09-27,0,0,3,1,3,4,0,0,0,0
2020-09-28,2,3,0,4,2,2,1,0,1,0
2020-09-29,0,2,3,3,0,4,1,1,0,0
2020-09-30,1,3,3,4,5,3,1,1,1,0
2020-10-01,3,1,4,6,3,8,3,1,3,0
2020-10-02,1,2,2,2,5,4,1,0,2,1
2020-10-03,0,0,3,4,4,3,2,1,3,0
2020-10-04,1,1,3,5,5,5,3,2,1,0
2020-10-05,1,1,10,7,10,8,3,0,0,0
2020-10-06,1,6,16,6,9,8,2,3,1,1
2020-10-07,2,2,12,5,8,11,3,2,1,1
2020-10-08,3,4,10,3,9,8,5,4,4,1
2020-10-09,4,3,6,5,8,12,8,3,4,0
2020-10-10,2,8,8,8,15,16,11,1,2,0
2020-10-11,0,5,10,8,16,16,3,2,3,0
2020-10-12,1,13,8,14,10,12,7,4,5,1
2020-10-13,0,2,12,15,8,11,10,3,4,1
2020-10-14,0,7,15,6,18,13,12,13,6,0
2020-10-15,2,7,10,8,9,14,12,9,5,1
2020-10-16,2,7,18,14,20,14,9,5,5,7
2020-10-17,1,7,11,17,24,13,12,6,9,0
2020-10-18,4,12,15,14,23,21,11,4,5,4
2020-10-19,1,19,23,13,28,22,16,9,9,3
2020-10-20,3,11,17,13,29,24,12,10,17,4
2020-10-21,3,14,22,11,24,31,20,11,9,1
2020-10-22,3,9,13,31,29,18,12,11,13,1
2020-10-23,6,8,17,21,23,27,18,12,10,3
2020-10-24,4,12,12,25,26,31,17,6,9,3
2020-10-25,2,10,27,14,31,35,19,15,2,5
2020-10-26,3,14,23,21,39,35,21,19,12,3
2020-10-27,8,14,20,16,49,44,34,25,10,7
2020-10-28,6,23,20,21,36,40,18,18,17,4
2020-10-29,5,12,22,25,38,38,23,23,13,6
2020-10-30,5,22,20,32,41,36,21,18,19,7
2020-10-31,5,12,16,25,49,38,17,7,9,4
2020-11-01,6,16,22,27,35,42,21,24,15,3
2020-11-02,7,17,28,35,42,54,30,24,22,6
2020-11-03,7,17,30,22,53,45,32,24,13,4
2020-11-04,3,14,26,31,37,47,36,23,15,12
2020-11-05,9,15,12,24,45,59,23,12,15,1
2020-11-06,3,15,18,28,33,40,26,21,14,7
2020-11-07,4,14,20,28,34,37,19,21,7,5
2020-11-08,8,14,16,18,31,30,15,13,11,4
2020-11-09,7,14,18,31,33,45,31,22,21,6
2020-11-10,11,18,20,20,46,37,23,17,21,6
2020-11-11,10,10,7,22,30,39,16,25,13,2
2020-11-12,7,16,22,20,27,32,25,15,19,8
2020-11-13,3,11,13,20,37,26,22,15,7,3
2020-11-14,6,8,17,29,23,21,12,14,6,2
2020-11-15,5,6,12,11,31,21,19,10,5,7
2020-11-16,7,11,22,16,27,30,25,22,17,3
2020-11-17,4,9,17,12,16,16,9,7,14,1
2020-11-18,1,6,11,18,15,20,15,14,13,6
2020-11-19,5,12,12,10,20,20,12,10,14,3
2020-11-20,6,13,13,14,13,16,15,8,8,6
2020-11-21,3,6,7,20,8,16,6,3,4,1
2020-11-22,4,6,9,7,17,12,4,5,5,2
2020-11-23,4,5,10,7,16,23,8,11,9,6
2020-11-24,3,6,9,13,8,13,15,6,16,4
2020-11-25,2,5,7,13,16,17,12,10,9,3
2020-11-26,5,3,6,13,13,13,15,8,2,2
2020-11-27,4,5,12,13,17,14,11,9,8,3
2020-11-28,1,4,5,11,9,9,14,5,4,1
2020-11-29,1,5,9,11,8,10,7,4,2,0
2020-11-30,4,4,14,5,11,7,8,7,3,1
2020-12-01,4,4,8,7,8,11,8,5,5,0
2020-12-02,3,2,5,12,15,13,4,9,7,2
2020-12-03,0,3,6,8,6,10,6,3,5,0
2020-12-04,7,2,11,9,14,13,7,9,3,1
2020-12-05,2,5,9,6,7,9,9,4,10,1
2020-12-06,1,2,9,8,10,13,1,2,2,0
2020-12-07,4,2,4,8,12,16,3,6,5,1
2020-12-08,2,2,4,6,10,9,6,3,5,0
2020-12-09,2,5,8,7,12,10,6,4,4,2
2020-12-10,3,2,7,7,11,7,8,7,7,0
2020-12-11,2,5,9,8,9,6,3,5,1,1
2020-12-12,2,2,5,9,6,7,4,4,4,0
2020-12-13,2,1,3,4,9,4,4,3,3,1
2020-12-14,1,1,6,4,5,15,5,4,3,2
2020-12-15,2,1,3,7,6,9,5,4,5,1
2020-12-16,0,1,3,6,11,11,5,5,7,1
2020-12-17,1,0,7,5,0,8,9,5,1,3
2020-12-18,2,1,4,3,7,8,9,2,3,1
2020-12-19,1,1,3,4,9,5,5,4,6,3
2020-12-20,1,4,10,11,8,4,1,1,4,0
2020-12-21,2,1,3,10,9,10,4,9,6,6
2020-12-22,2,7,5,6,9,14,8,4,0,2
2020-12-23,1,3,5,8,8,10,8,4,5,1
2020-12-24,2,3,9,17,9,5,10,5,6,1
2020-12-25,2,4,2,3,7,17,6,7,2,4
2020-12-26,3,2,9,9,11,8,11,6,4,6
2020-12-27,3,1,9,12,21,13,9,5,4,0
2020-12-28,5,10,15,13,16,14,17,6,5,3
2020-12-29,2,2,4,13,14,14,18,6,7,4
2020-12-30,2,7,4,8,11,17,7,7,6,1
2020-12-31,1,5,7,6,10,13,10,2,5,0
2021-01-01,1,6,13,12,12,17,9,5,9,1
2021-01-02,1,7,5,14,12,12,10,7,4,3
2021-01-03,8,6,6,13,13,14,15,5,4,4
2021-01-04,2,10,8,5,13,19,8,6,12,2
2021-01-05,2,7,6,13,9,17,9,5,7,0
2021-01-06,2,10,7,6,14,15,7,4,2,2
2021-01-07,2,3,9,8,10,10,7,5,8,5
2021-01-08,0,11,11,10,13,13,6,2,1,2
2021-01-09,3,3,10,10,13,12,7,6,2,1
2021-01-10,4,4,8,13,13,13,12,4,4,2
2021-01-11,4,2,11,12,9,14,6,5,5,4
2021-01-12,2,3,8,5,13,11,12,5,7,1
2021-01-13,1,6,8,8,7,17,6,6,2,2
2021-01-14,1,4,7,9,12,12,8,8,4,4
2021-01-15,1,3,6,7,8,15,5,9,8,2
2021-01-16,3,5,4,6,13,12,9,3,5,2
2021-01-17,2,6,5,11,12,11,10,6,4,1
2021-01-18,9,10,7,15,15,13,13,9,4,2
2021-01-19,1,9,15,12,11,18,14,11,2,2
2021-01-20,6,10,11,17,23,15,13,7,12,5
2021-01-21,8,12,9,9,19,18,4,9,6,1
2021-01-22,5,6,7,16,18,22,14,8,7,1
2021-01-23,16,7,6,17,19,14,11,6,4,3
2021-01-24,8,10,9,15,18,18,11,7,2,3
2021-01-25,7,17,15,14,29,17,7,10,8,3
2021-01-26,3,11,9,16,17,22,9,14,11,1
2021-01-27,6,16,8,13,24,14,8,8,6,2
2021-01-28,7,10,8,19,22,17,16,9,7,2
2021-01-29,7,9,7,8,23,22,8,7,8,4
2021-01-30,8,5,11,13,17,15,7,11,8,4
2021-01-31,5,12,5,11,18,17,16,7,5,1
2021-02-01,9,13,13,22,26,27,17,14,10,4
2021-02-02,6,12,12,21,29,22,20,13,9,2
2021-02-03,15,13,16,19,27,23,14,11,11,3
2021-02-04,7,17,17,14,34,22,7,15,5,2
2021-02-05,5,11,12,17,35,26,12,9,3,5
2021-02-06,6,12,12,9,34,25,9,12,9,1
2021-02-07,4,17,14,14,25,18,12,13,8,4
2021-02-08,4,13,16,23,20,27,14,8,9,1
2021-02-09,9,5,13,26,18,23,14,13,8,1
2021-02-10,11,11,16,13,16,27,17,9,11,2
2021-02-11,5,5,11,9,17,14,10,11,6,2
2021-02-12,6,1,10,12,22,19,6,11,8,1
2021-02-13,4,11,6,11,13,9,10,5,7,2
2021-02-14,5,12,15,11,15,20,11,10,3,3
2021-02-15,9,12,9,15,26,10,15,3,3,3
2021-02-16,1,9,15,9,17,13,10,5,7,2
2021-02-17,4,9,10,15,10,14,5,7,4,3
2021-02-18,4,8,7,14,20,18,11,12,9,5
2021-02-19,2,2,9,10,16,15,14,11,4,1
2021-02-20,1,5,4,8,16,13,11,8,4,2
2021-02-21,4,6,6,10,11,18,8,7,8,2
2021-02-22,4,8,6,12,16,14,9,9,8,1
2021-02-23,1,6,6,12,13,13,5,7,2,0
2021-02-24,9,7,11,11,13,13,7,7,3,3
2021-02-25,2,5,3,12,12,8,8,6,2,1
2021-02-26,3,2,12,6,12,11,8,4,3,0
2021-02-27,4,6,10,10,15,21,7,4,7,2
2021-02-28,3,3,6,4,6,9,4,4,5,1
2021-03-01,3,6,10,15,23,18,10,10,9,2
2021-03-02,3,9,6,9,14,11,12,8,6,1
2021-03-03,5,8,11,9,12,14,5,5,2,1
2021-03-04,3,7,12,13,19,14,13,6,8,1
2021-03-05,2,4,9,8,11,16,8,5,5,2
2021-03-06,3,5,12,7,18,5,8,10,5,0
2021-03-07,5,5,9,10,9,13,6,5,5,4
2021-03-08,3,7,8,10,12,18,13,5,3,2
2021-03-09,2,10,9,4,10,12,3,5,5,5
2021-03-10,6,7,6,12,14,16,9,7,5,2
2021-03-11,3,6,4,12,10,13,5,3,3,0
2021-03-12,2,7,9,9,14,13,3,8,6,0
2021-03-13,1,6,5,11,13,4,9,9,2,1
2021-03-14,5,6,9,10,16,8,6,2,5,2
2021-03-15,5,6,8,11,14,8,14,6,9,2
2021-03-16,2,5,6,7,13,11,6,5,5,2
2021-03-17,3,9,5,5,12,12,3,5,0,0
2021-03-18,2,4,7,7,3,5,4,7,5,2
2021-03-19,3,4,4,4,6,9,5,6,5,2
2021-03-20,0,4,4,7,16,10,7,4,3,0
2021-03-21,2,4,10,7,12,14,13,4,2,1
2021-03-22,3,11,6,14,15,5,2,8,7,0
2021-03-23,1,10,7,13,12,11,5,6,0,1
2021-03-24,3,7,7,3,10,10,5,7,6,3
2021-03-25,4,5,8,8,9,10,3,7,5,1
2021-03-26,2,3,3,10,11,8,9,8,2,1
2021-03-27,4,3,5,9,7,8,2,2,5,1
2021-03-28,1,3,8,4,3,8,4,10,1,1
2021-03-29,4,3,4,14,9,10,7,5,5,1
2021-03-30,1,2,2,5,6,10,8,3,5,0
2021-03-31,1,4,4,8,7,14,4,6,2,1
2021-04-01,0,3,3,6,6,9,6,4,3,2
2021-04-02,4,8,7,7,3,7,3,1,5,0
2021-04-03,2,9,2,2,7,6,11,1,0,0
2021-04-04,1,3,3,2,7,10,6,1,2,1
2021-04-05,2,2,4,5,13,6,7,6,6,1
2021-04-06,6,2,8,5,8,8,7,10,3,0
2021-04-07,0,3,10,10,5,5,7,8,2,0
2021-04-08,3,5,4,4,8,8,4,4,0,1
2021-04-09,1,0,11,1,8,9,5,8,3,2
2021-04-10,1,5,3,4,9,10,3,3,2,2
2021-04-11,1,4,5,3,8,6,3,3,1,0
2021-04-12,1,6,15,5,9,6,5,6,1,0
2021-04-13,5,6,4,4,7,2,3,3,1,1
2021-04-14,2,3,7,4,3,9,5,3,3,0
2021-04-15,1,3,1,0,5,5,4,5,1,0
2021-04-16,4,6,3,8,6,5,3,1,1,0
2021-04-17,1,4,2,3,7,5,4,1,0,1
2021-04-18,2,5,1,5,11,4,8,1,0,2
2021-04-19,7,3,3,7,6,8,7,3,2,0
2021-04-20,5,4,0,3,10,7,7,0,1,0
2021-04-21,1,6,4,6,4,4,6,2,2,1
2021-04-22,3,4,4,6,4,11,4,3,2,1
2021-04-23,2,6,2,5,13,4,4,2,0,1
2021-04-24,7,7,3,6,4,2,5,4,4,1
2021-04-25,5,4,9,2,2,4,4,2,2,2
2021-04-26,3,10,9,7,8,7,5,6,2,1
2021-04-27,2,9,3,5,8,6,5,1,3,2
2021-04-28,2,3,3,3,5,8,4,4,1,1
2021-04-29,0,4,3,6,6,8,2,0,1,0
2021-04-30,2,3,4,4,5,4,3,4,0,0
2021-05-01,5,4,1,8,6,5,3,2,3,1
2021-05-02,6,3,4,2,7,7,1,2,1,0
2021-05-03,4,6,7,7,4,5,6,2,2,1
2021-05-04,2,3,6,3,12,7,5,2,1,0
2021-05-05,3,0,1,6,0,9,5,5,1,1
2021-05-06,1,5,5,5,7,5,2,1,1,0
2021-05-07,4,4,2,1,2,4,7,1,0,0
2021-05-08,1,4,2,2,5,6,3,0,1,0
2021-05-09,3,2,3,2,5,5,2,1,0,0
2021-05-10,4,7,6,4,4,4,1,4,0,0
2021-05-11,4,8,7,6,5,4,2,2,0,0
2021-05-12,2,4,3,2,8,4,2,2,0,0
2021-05-13,0,2,1,1,2,4,3,0,0,0
2021-05-14,1,6,0,4,5,3,0,0,0,0
2021-05-15,3,1,1,2,5,6,0,1,0,0
2021-05-16,1,1,4,1,2,4,1,0,0,2
2021-05-17,2,4,0,2,4,5,4,1,0,0
2021-05-18,2,4,0,1,2,3,1,0,1,0
2021-05-19,2,3,4,1,3,3,3,2,0,0
2021-05-20,3,2,0,2,2,2,2,1,0,1
2021-05-21,0,1,3,0,1,3,2,2,0,0
2021-05-22,1,0,1,1,3,4,1,1,0,0
2021-05-23,1,1,1,3,1,3,1,1,1,0
2021-05-24,5,2,0,3,3,4,1,1,1,0
2021-05-25,2,0,3,4,0,1,1,1,0,0
2021-05-26,1,3,1,5,2,3,1,0,0,0
2021-05-27,8,1,1,1,2,4,1,0,1,0
2021-05-28,1,0,0,1,0,2,0,0,0,0
2021-05-29,3,0,0,4,0,2,1,0,0,0
2021-05-30,4,1,0,3,1,0,0,0,0,0
2021-05-31,1,0,1,2,2,0,3,1,0,0
2021-06-01,2,2,1,3,1,3,0,1,0,0
2021-06-02,2,0,2,2,1,4,1,1,0,0
2021-06-03,0,1,2,2,5,2,1,0,0,0
2021-06-04,0,2,2,1,0,1,0,0,0,0
2021-06-05,1,1,4,0,2,1,0,0,0,0
2021-06-06,1,1,4,0,1,1,0,1,0,0
2021-06-07,4,2,0,3,1,1,2,0,0,0
2021-06-08,0,1,1,2,0,1,0,0,0,0
2021-06-09,1,1,1,0,0,3,2,0,0,1
2021-06-10,0,0,1,2,1,1,0,0,0,0
2021-06-11,3,1,0,1,0,0,1,1,0,0
2021-06-12,1,1,1,1,4,0,0,0,0,0
2021-06-13,0,1,1,1,1,3,1,0,1,0
2021-06-14,2,1,4,1,2,2,1,0,0,0
2021-06-15,1,4,1,1,0,1,0,1,0,0
2021-06-16,2,2,2,4,1,0,1,1,1,0
2021-06-17,0,1,2,1,0,1,0,0,0,0
2021-06-18,0,0,2,1,1,2,2,1,1,0
2021-06-19,1,0,0,1,2,1,0,1,0,1
2021-06-20,3,0,0,2,2,1,0,0,0,0
2021-06-21,1,0,0,0,0,0,0,0,0,0
2021-06-22,1,0,0,1,1,4,0,1,0,0
2021-06-23,0,0,0,0,1,0,0,0,0,0
2021-06-24,0,0,1,0,0,0,0,0,0,0
2021-06-25,1,0,1,1,1,1,0,0,0,0
2021-06-26,2,1,0,0,1,1,0,0,0,0
