dt_RICOVERO,ricoveri,deceduti,fascia di età,deceduti/ricoveri 35gg
2020-04-24,6,0.0,0-9 anni,0.0
2020-04-25,3,0.0,0-9 anni,0.0
2020-04-26,2,0.0,0-9 anni,0.0
2020-04-27,11,0.0,0-9 anni,0.0
2020-04-28,6,0.0,0-9 anni,0.0
2020-04-29,3,0.0,0-9 anni,0.0
2020-04-30,5,0.0,0-9 anni,0.0
2020-05-01,3,0.0,0-9 anni,0.0
2020-05-02,4,0.0,0-9 anni,0.0
2020-05-03,4,0.0,0-9 anni,0.0
2020-05-04,0,0.0,0-9 anni,0.0
2020-05-05,2,0.0,0-9 anni,0.0
2020-05-06,4,0.0,0-9 anni,0.0
2020-05-07,5,0.0,0-9 anni,0.0
2020-05-08,4,0.0,0-9 anni,0.0
2020-05-09,2,0.0,0-9 anni,0.0
2020-05-10,3,0.0,0-9 anni,0.0
2020-05-11,7,0.0,0-9 anni,0.0
2020-05-12,2,0.0,0-9 anni,0.0
2020-05-13,3,0.0,0-9 anni,0.0
2020-05-14,2,0.0,0-9 anni,0.0
2020-05-15,3,0.0,0-9 anni,0.0
2020-05-16,4,0.0,0-9 anni,0.0
2020-05-17,4,0.0,0-9 anni,0.0
2020-05-18,3,0.0,0-9 anni,0.0
2020-05-19,1,0.0,0-9 anni,0.0
2020-05-20,3,0.0,0-9 anni,0.0
2020-05-21,4,0.0,0-9 anni,0.0
2020-05-22,1,0.0,0-9 anni,0.0
2020-05-23,2,0.0,0-9 anni,0.0
2020-05-24,3,0.0,0-9 anni,0.0
2020-05-25,3,0.0,0-9 anni,0.0
2020-05-26,2,0.0,0-9 anni,0.0
2020-05-27,2,0.0,0-9 anni,0.0
2020-05-28,4,0.0,0-9 anni,0.0
2020-05-29,1,0.0,0-9 anni,0.0
2020-05-30,2,0.0,0-9 anni,0.0
2020-05-31,2,0.0,0-9 anni,0.0
2020-06-01,2,0.0,0-9 anni,0.0
2020-06-02,2,0.0,0-9 anni,0.0
2020-06-03,1,0.0,0-9 anni,0.0
2020-06-04,3,0.0,0-9 anni,0.0
2020-06-05,2,0.0,0-9 anni,0.0
2020-06-06,2,0.0,0-9 anni,0.0
2020-06-07,2,0.0,0-9 anni,0.0
2020-06-08,4,0.0,0-9 anni,0.0
2020-06-09,3,0.0,0-9 anni,0.0
2020-06-10,2,0.0,0-9 anni,0.0
2020-06-11,3,0.0,0-9 anni,0.0
2020-06-12,2,0.0,0-9 anni,0.0
2020-06-13,2,0.0,0-9 anni,0.0
2020-06-14,4,0.0,0-9 anni,0.0
2020-06-15,2,0.0,0-9 anni,0.0
2020-06-16,0,0.0,0-9 anni,0.0
2020-06-17,1,0.0,0-9 anni,0.0
2020-06-18,2,0.0,0-9 anni,0.0
2020-06-19,1,0.0,0-9 anni,0.0
2020-06-20,2,0.0,0-9 anni,0.0
2020-06-21,0,0.0,0-9 anni,0.0
2020-06-22,2,0.0,0-9 anni,0.0
2020-06-23,3,0.0,0-9 anni,0.0
2020-06-24,7,0.0,0-9 anni,0.0
2020-06-25,1,0.0,0-9 anni,0.0
2020-06-26,0,0.0,0-9 anni,0.0
2020-06-27,2,0.0,0-9 anni,0.0
2020-06-28,0,0.0,0-9 anni,0.0
2020-06-29,5,0.0,0-9 anni,0.0
2020-06-30,1,0.0,0-9 anni,0.0
2020-07-01,1,0.0,0-9 anni,0.0
2020-07-02,3,0.0,0-9 anni,0.0
2020-07-03,5,0.0,0-9 anni,0.0
2020-07-04,2,0.0,0-9 anni,0.0
2020-07-05,0,0.0,0-9 anni,0.0
2020-07-06,1,0.0,0-9 anni,0.0
2020-07-07,3,0.0,0-9 anni,0.0
2020-07-08,2,0.0,0-9 anni,0.0
2020-07-09,4,0.0,0-9 anni,0.0
2020-07-10,5,0.0,0-9 anni,0.0
2020-07-11,3,0.0,0-9 anni,0.0
2020-07-12,4,0.0,0-9 anni,0.0
2020-07-13,3,0.0,0-9 anni,0.0
2020-07-14,4,0.0,0-9 anni,0.0
2020-07-15,2,0.0,0-9 anni,0.0
2020-07-16,0,0.0,0-9 anni,0.0
2020-07-17,1,0.0,0-9 anni,0.0
2020-07-18,0,0.0,0-9 anni,0.0
2020-07-19,2,0.0,0-9 anni,0.0
2020-07-20,0,0.0,0-9 anni,0.0
2020-07-21,3,0.0,0-9 anni,0.0
2020-07-22,4,0.0,0-9 anni,0.0
2020-07-23,1,0.0,0-9 anni,0.0
2020-07-24,1,0.0,0-9 anni,0.0
2020-07-25,3,0.0,0-9 anni,0.0
2020-07-26,0,0.0,0-9 anni,0.0
2020-07-27,0,0.0,0-9 anni,0.0
2020-07-28,0,0.0,0-9 anni,0.0
2020-07-29,1,0.0,0-9 anni,0.0
2020-07-30,3,0.0,0-9 anni,0.0
2020-07-31,2,0.0,0-9 anni,0.0
2020-08-01,1,0.0,0-9 anni,0.0
2020-08-02,1,0.0,0-9 anni,0.0
2020-08-03,3,0.0,0-9 anni,0.0
2020-08-04,2,0.0,0-9 anni,0.0
2020-08-05,3,0.0,0-9 anni,0.0
2020-08-06,1,0.0,0-9 anni,0.0
2020-08-07,2,0.0,0-9 anni,0.0
2020-08-08,4,0.0,0-9 anni,0.0
2020-08-09,2,0.0,0-9 anni,0.0
2020-08-10,2,0.0,0-9 anni,0.0
2020-08-11,2,0.0,0-9 anni,0.0
2020-08-12,3,0.0,0-9 anni,0.0
2020-08-13,4,0.0,0-9 anni,0.0
2020-08-14,2,0.0,0-9 anni,0.0
2020-08-15,2,0.0,0-9 anni,0.0
2020-08-16,2,0.0,0-9 anni,0.0
2020-08-17,5,0.0,0-9 anni,0.0
2020-08-18,2,0.0,0-9 anni,0.0
2020-08-19,7,0.0,0-9 anni,0.0
2020-08-20,1,0.0,0-9 anni,0.0
2020-08-21,2,0.0,0-9 anni,0.0
2020-08-22,2,0.0,0-9 anni,0.0
2020-08-23,2,0.0,0-9 anni,0.0
2020-08-24,7,0.0,0-9 anni,0.0
2020-08-25,1,0.0,0-9 anni,0.0
2020-08-26,4,0.0,0-9 anni,0.0
2020-08-27,2,0.0,0-9 anni,0.0
2020-08-28,1,0.0,0-9 anni,0.0
2020-08-29,1,0.0,0-9 anni,0.0
2020-08-30,3,0.0,0-9 anni,0.0
2020-08-31,6,0.0,0-9 anni,0.0
2020-09-01,1,0.0,0-9 anni,0.0
2020-09-02,6,0.0,0-9 anni,0.0
2020-09-03,5,0.0,0-9 anni,0.008
2020-09-04,4,0.0,0-9 anni,0.0078125
2020-09-05,2,0.0,0-9 anni,0.007575757575757576
2020-09-06,1,0.0,0-9 anni,0.007874015748031496
2020-09-07,1,0.0,0-9 anni,0.007874015748031496
2020-09-08,5,0.0,0-9 anni,0.007575757575757576
2020-09-09,2,0.0,0-9 anni,0.0072992700729927005
2020-09-10,4,0.0,0-9 anni,0.0070921985815602835
2020-09-11,4,0.0,0-9 anni,0.006993006993006993
2020-09-12,2,0.0,0-9 anni,0.006896551724137931
2020-09-13,8,0.0,0-9 anni,0.006896551724137931
2020-09-14,5,0.0,0-9 anni,0.006578947368421052
2020-09-15,4,0.0,0-9 anni,0.006493506493506494
2020-09-16,9,0.0,0-9 anni,0.0125
2020-09-17,6,0.0,0-9 anni,0.012422360248447204
2020-09-18,5,0.0,0-9 anni,0.012578616352201259
2020-09-19,2,0.0,0-9 anni,0.012121212121212121
2020-09-20,3,1.0,0-9 anni,0.0125
2020-09-21,8,0.0,0-9 anni,0.012048192771084338
2020-09-22,6,0.0,0-9 anni,0.011764705882352941
2020-09-23,2,0.0,0-9 anni,0.011494252873563218
2020-09-24,1,0.0,0-9 anni,0.01092896174863388
2020-09-25,7,0.0,0-9 anni,0.010362694300518135
2020-09-26,7,0.0,0-9 anni,0.010101010101010102
2020-09-27,6,0.0,0-9 anni,0.009615384615384616
2020-09-28,9,0.0,0-9 anni,0.008928571428571428
2020-09-29,3,0.0,0-9 anni,0.008733624454148471
2020-09-30,4,0.0,0-9 anni,0.008064516129032258
2020-10-01,9,0.0,0-9 anni,0.007905138339920948
2020-10-02,3,0.0,0-9 anni,0.007352941176470588
2020-10-03,7,1.0,0-9 anni,0.007194244604316547
2020-10-04,4,0.0,0-9 anni,0.006968641114982578
2020-10-05,4,0.0,0-9 anni,0.006535947712418301
2020-10-06,7,0.0,0-9 anni,0.006060606060606061
2020-10-07,1,0.0,0-9 anni,0.005797101449275362
2020-10-08,11,0.0,0-9 anni,0.0027397260273972603
2020-10-09,8,0.0,0-9 anni,0.002638522427440633
2020-10-10,6,0.0,0-9 anni,0.002544529262086514
2020-10-11,10,0.0,0-9 anni,0.0024271844660194173
2020-10-12,11,0.0,0-9 anni,0.002347417840375587
2020-10-13,10,0.0,0-9 anni,0.0022471910112359553
2020-10-14,12,0.0,0-9 anni,0.0021413276231263384
2020-10-15,20,0.0,0-9 anni,0.002061855670103093
2020-10-16,9,0.0,0-9 anni,0.002004008016032064
2020-10-17,21,0.0,0-9 anni,0.0019342359767891683
2020-10-18,13,0.0,0-9 anni,0.0018796992481203006
2020-10-19,24,0.0,0-9 anni,0.0018214936247723133
2020-10-20,10,0.0,0-9 anni,0.0017543859649122807
2020-10-21,18,0.0,0-9 anni,0.0
2020-10-22,25,0.0,0-9 anni,0.0
2020-10-23,29,0.0,0-9 anni,0.0
2020-10-24,17,0.0,0-9 anni,0.0
2020-10-25,23,0.0,0-9 anni,0.0
2020-10-26,22,0.0,0-9 anni,0.0015037593984962407
2020-10-27,20,0.0,0-9 anni,0.0014641288433382138
2020-10-28,21,0.0,0-9 anni,0.002844950213371266
2020-10-29,15,0.0,0-9 anni,0.0028169014084507044
2020-10-30,26,0.0,0-9 anni,0.002805049088359046
2020-10-31,29,0.0,0-9 anni,0.002777777777777778
2020-11-01,24,0.0,0-9 anni,0.0027739251040221915
2020-11-02,23,0.0,0-9 anni,0.002758620689655172
2020-11-03,21,0.0,0-9 anni,0.0027397260273972603
2020-11-04,19,0.0,0-9 anni,0.0027548209366391185
2020-11-05,26,0.0,0-9 anni,0.0027434842249657062
2020-11-06,24,0.0,0-9 anni,0.002789400278940028
2020-11-07,22,0.0,0-9 anni,0.0027662517289073307
2020-11-08,17,0.0,0-9 anni,0.0027624309392265192
2020-11-09,18,0.0,0-9 anni,0.002805049088359046
2020-11-10,21,0.0,0-9 anni,0.0028776978417266188
2020-11-11,29,0.0,0-9 anni,0.002898550724637681
2020-11-12,22,1.0,0-9 anni,0.0029498525073746312
2020-11-13,26,0.0,0-9 anni,0.0029850746268656717
2020-11-14,26,1.0,0-9 anni,0.0030349013657056147
2020-11-15,17,0.0,0-9 anni,0.003048780487804878
2020-11-16,14,0.0,0-9 anni,0.003076923076923077
2020-11-17,17,0.0,0-9 anni,0.0031496062992125984
2020-11-18,13,0.0,0-9 anni,0.0032310177705977385
2020-11-19,24,0.0,0-9 anni,0.0032733224222585926
2020-11-20,14,0.0,0-9 anni,0.003316749585406302
2020-11-21,17,0.0,0-9 anni,0.0033333333333333335
2020-11-22,16,0.0,0-9 anni,0.003355704697986577
2020-11-23,12,0.0,0-9 anni,0.003436426116838488
2020-11-24,16,0.0,0-9 anni,0.0035026269702276708
2020-11-25,19,0.0,0-9 anni,0.0035714285714285713
2020-11-26,14,0.0,0-9 anni,0.0036036036036036037
2020-11-27,11,0.0,0-9 anni,0.0036496350364963502
2020-11-28,12,0.0,0-9 anni,0.003745318352059925
2020-11-29,11,0.0,0-9 anni,0.003861003861003861
2020-11-30,14,0.0,0-9 anni,0.0019801980198019802
2020-12-01,9,0.0,0-9 anni,0.002061855670103093
2020-12-02,18,0.0,0-9 anni,0.0
2020-12-03,9,0.0,0-9 anni,0.0
2020-12-04,11,0.0,0-9 anni,0.0
2020-12-05,13,0.0,0-9 anni,0.0
2020-12-06,16,0.0,0-9 anni,0.0
2020-12-07,15,0.0,0-9 anni,0.0
2020-12-08,18,0.0,0-9 anni,0.0
2020-12-09,15,0.0,0-9 anni,0.0
2020-12-10,12,0.0,0-9 anni,0.0
2020-12-11,13,0.0,0-9 anni,0.0
2020-12-12,11,0.0,0-9 anni,0.0
2020-12-13,12,0.0,0-9 anni,0.0
2020-12-14,11,0.0,0-9 anni,0.0
2020-12-15,7,0.0,0-9 anni,0.0
2020-12-16,13,0.0,0-9 anni,0.0
2020-12-17,9,0.0,0-9 anni,0.0
2020-12-18,6,0.0,0-9 anni,0.0
2020-12-19,11,0.0,0-9 anni,0.0
2020-12-20,14,0.0,0-9 anni,0.0
2020-12-21,6,0.0,0-9 anni,0.0
2020-12-22,13,0.0,0-9 anni,0.0
2020-12-23,7,0.0,0-9 anni,0.0
2020-12-24,9,0.0,0-9 anni,0.0
2020-12-25,7,0.0,0-9 anni,0.0
2020-12-26,11,0.0,0-9 anni,0.0
2020-12-27,8,0.0,0-9 anni,0.0
2020-12-28,6,0.0,0-9 anni,0.0
2020-12-29,6,0.0,0-9 anni,0.0
2020-12-30,15,0.0,0-9 anni,0.0
2020-12-31,11,0.0,0-9 anni,0.0
2021-01-01,11,0.0,0-9 anni,0.0
2021-01-02,11,0.0,0-9 anni,0.0
2021-01-03,8,0.0,0-9 anni,0.0
2021-01-04,10,0.0,0-9 anni,0.0
2021-01-05,10,0.0,0-9 anni,0.0
2021-01-06,7,0.0,0-9 anni,0.0
2021-01-07,6,0.0,0-9 anni,0.0
2021-01-08,9,0.0,0-9 anni,0.0
2021-01-09,17,0.0,0-9 anni,0.0
2021-01-10,4,0.0,0-9 anni,0.0
2021-01-11,13,0.0,0-9 anni,0.0
2021-01-12,8,0.0,0-9 anni,0.0
2021-01-13,15,0.0,0-9 anni,0.0
2021-01-14,8,0.0,0-9 anni,0.0
2021-01-15,15,0.0,0-9 anni,0.0
2021-01-16,6,0.0,0-9 anni,0.0
2021-01-17,10,0.0,0-9 anni,0.0
2021-01-18,5,0.0,0-9 anni,0.0
2021-01-19,4,0.0,0-9 anni,0.0
2021-01-20,7,0.0,0-9 anni,0.0
2021-01-21,14,0.0,0-9 anni,0.0
2021-01-22,8,0.0,0-9 anni,0.0
2021-01-23,7,0.0,0-9 anni,0.0
2021-01-24,11,0.0,0-9 anni,0.0
2021-01-25,10,0.0,0-9 anni,0.0
2021-01-26,4,0.0,0-9 anni,0.0
2021-01-27,7,0.0,0-9 anni,0.0
2021-01-28,7,0.0,0-9 anni,0.0
2021-01-29,5,0.0,0-9 anni,0.0
2021-01-30,9,0.0,0-9 anni,0.0
2021-01-31,7,0.0,0-9 anni,0.0
2021-02-01,13,0.0,0-9 anni,0.0
2021-02-02,8,0.0,0-9 anni,0.0
2021-02-03,11,0.0,0-9 anni,0.0
2021-02-04,6,0.0,0-9 anni,0.0
2021-02-05,8,0.0,0-9 anni,0.0
2021-02-06,12,0.0,0-9 anni,0.0
2021-02-07,12,0.0,0-9 anni,0.0
2021-02-08,10,0.0,0-9 anni,0.0
2021-02-09,11,0.0,0-9 anni,0.0
2021-02-10,10,0.0,0-9 anni,0.0
2021-02-11,9,0.0,0-9 anni,0.0
2021-02-12,6,0.0,0-9 anni,0.0
2021-02-13,7,0.0,0-9 anni,0.0
2021-02-14,8,0.0,0-9 anni,0.0
2021-02-15,12,0.0,0-9 anni,0.0
2021-02-16,10,0.0,0-9 anni,0.0
2021-02-17,7,0.0,0-9 anni,0.0
2021-02-18,12,0.0,0-9 anni,0.0
2021-02-19,6,0.0,0-9 anni,0.0
2021-02-20,11,0.0,0-9 anni,0.0
2021-02-21,12,0.0,0-9 anni,0.0
2021-02-22,25,0.0,0-9 anni,0.0
2021-02-23,14,0.0,0-9 anni,0.0
2021-02-24,7,0.0,0-9 anni,0.0
2021-02-25,7,0.0,0-9 anni,0.0
2021-02-26,11,0.0,0-9 anni,0.0
2021-02-27,16,0.0,0-9 anni,0.0
2021-02-28,22,0.0,0-9 anni,0.0
2021-03-01,12,0.0,0-9 anni,0.0
2021-03-02,12,0.0,0-9 anni,0.0
2021-03-03,17,0.0,0-9 anni,0.0
2021-03-04,10,0.0,0-9 anni,0.0
2021-03-05,14,0.0,0-9 anni,0.0
2021-03-06,21,0.0,0-9 anni,0.0
2021-03-07,18,0.0,0-9 anni,0.0
2021-03-08,16,0.0,0-9 anni,0.0
2021-03-09,15,0.0,0-9 anni,0.0
2021-03-10,20,0.0,0-9 anni,0.0
2021-03-11,11,0.0,0-9 anni,0.0
2021-03-12,18,0.0,0-9 anni,0.0
2021-03-13,19,0.0,0-9 anni,0.0
2021-03-14,10,0.0,0-9 anni,0.0
2021-03-15,17,0.0,0-9 anni,0.0
2021-03-16,21,0.0,0-9 anni,0.0
2021-03-17,19,0.0,0-9 anni,0.0
2021-03-18,15,0.0,0-9 anni,0.0
2021-03-19,21,0.0,0-9 anni,0.0
2021-03-20,15,0.0,0-9 anni,0.0
2021-03-21,13,0.0,0-9 anni,0.0
2021-03-22,12,0.0,0-9 anni,0.0
2021-03-23,12,0.0,0-9 anni,0.0
2021-03-24,13,0.0,0-9 anni,0.0
2021-03-25,9,0.0,0-9 anni,0.0
2021-03-26,9,0.0,0-9 anni,0.0
2021-03-27,16,0.0,0-9 anni,0.0
2021-03-28,11,0.0,0-9 anni,0.0
2021-03-29,17,0.0,0-9 anni,0.0
2021-03-30,10,0.0,0-9 anni,0.0
2021-03-31,16,0.0,0-9 anni,0.0
2021-04-01,14,0.0,0-9 anni,0.0
2021-04-02,13,0.0,0-9 anni,0.0
2021-04-03,16,0.0,0-9 anni,0.0
2021-04-04,15,0.0,0-9 anni,0.0
2021-04-05,8,0.0,0-9 anni,0.0
2021-04-06,17,0.0,0-9 anni,0.0
2021-04-07,14,0.0,0-9 anni,0.0
2021-04-08,15,0.0,0-9 anni,0.0
2021-04-09,7,0.0,0-9 anni,0.0
2021-04-10,11,0.0,0-9 anni,0.0
2021-04-11,19,0.0,0-9 anni,0.0
2021-04-12,10,0.0,0-9 anni,0.0
2021-04-13,21,0.0,0-9 anni,0.0
2021-04-14,13,0.0,0-9 anni,0.0
2021-04-15,15,0.0,0-9 anni,0.0
2021-04-16,10,0.0,0-9 anni,0.0
2021-04-17,16,0.0,0-9 anni,0.0
2021-04-18,7,0.0,0-9 anni,0.0
2021-04-19,12,0.0,0-9 anni,0.0
2021-04-20,12,0.0,0-9 anni,0.0
2021-04-21,10,0.0,0-9 anni,0.0
2021-04-22,13,0.0,0-9 anni,0.0
2021-04-23,10,0.0,0-9 anni,0.0
2021-04-24,11,0.0,0-9 anni,0.0
2021-04-25,10,0.0,0-9 anni,0.0
2021-04-26,15,0.0,0-9 anni,0.0
2021-04-27,9,0.0,0-9 anni,0.0
2021-04-28,12,0.0,0-9 anni,0.0
2021-04-29,12,0.0,0-9 anni,0.0
2021-04-30,8,0.0,0-9 anni,0.0
2021-05-01,12,0.0,0-9 anni,0.0
2021-05-02,9,0.0,0-9 anni,0.0
2021-05-03,8,0.0,0-9 anni,0.0
2021-05-04,8,0.0,0-9 anni,0.0
2021-05-05,12,0.0,0-9 anni,0.0
2021-05-06,10,0.0,0-9 anni,0.0
2021-05-07,14,0.0,0-9 anni,0.0
2021-05-08,12,0.0,0-9 anni,0.0
2021-05-09,6,0.0,0-9 anni,0.0
2021-05-10,5,0.0,0-9 anni,0.0
2021-05-11,9,0.0,0-9 anni,0.0
2021-05-12,6,0.0,0-9 anni,0.0
2021-05-13,11,0.0,0-9 anni,0.0
2021-05-14,13,0.0,0-9 anni,0.0
2021-05-15,4,0.0,0-9 anni,0.0
2021-05-16,2,0.0,0-9 anni,0.0
2021-05-17,10,0.0,0-9 anni,0.0
2021-05-18,4,0.0,0-9 anni,0.0
2021-05-19,6,0.0,0-9 anni,0.0
2021-05-20,5,0.0,0-9 anni,0.0
2021-05-21,4,0.0,0-9 anni,0.0
2021-05-22,2,0.0,0-9 anni,0.0
2021-05-23,5,0.0,0-9 anni,0.0
2021-05-24,5,0.0,0-9 anni,0.0
2021-05-25,3,0.0,0-9 anni,0.0
2021-05-26,9,0.0,0-9 anni,0.0
2021-05-27,3,0.0,0-9 anni,0.0
2021-05-28,7,0.0,0-9 anni,0.0
2021-05-29,6,0.0,0-9 anni,0.0
2021-05-30,3,0.0,0-9 anni,0.0
2021-05-31,5,0.0,0-9 anni,0.0
2021-06-01,6,0.0,0-9 anni,0.0
2021-06-02,6,0.0,0-9 anni,0.0
2021-06-03,4,0.0,0-9 anni,0.0
2021-06-04,4,0.0,0-9 anni,0.0
2021-06-05,1,0.0,0-9 anni,0.0
2021-06-06,5,0.0,0-9 anni,0.0
2021-06-07,4,0.0,0-9 anni,0.0
2021-06-08,7,0.0,0-9 anni,0.0
2021-06-09,4,0.0,0-9 anni,0.0
2021-06-10,1,0.0,0-9 anni,0.0
2021-06-11,6,0.0,0-9 anni,0.0
2021-06-12,2,0.0,0-9 anni,0.0
2021-06-13,7,0.0,0-9 anni,0.0
2021-06-14,2,0.0,0-9 anni,0.0
2021-06-15,3,0.0,0-9 anni,0.0
2021-06-16,5,0.0,0-9 anni,0.0
2021-06-17,2,0.0,0-9 anni,0.0
2021-06-18,3,0.0,0-9 anni,0.0
2021-06-19,2,0.0,0-9 anni,0.0
2021-06-20,2,0.0,0-9 anni,0.0
2021-06-21,2,0.0,0-9 anni,0.0
2021-06-22,4,0.0,0-9 anni,0.0
2021-06-23,2,0.0,0-9 anni,0.0
2021-06-24,2,0.0,0-9 anni,0.0
2021-06-25,1,0.0,0-9 anni,0.0
2021-06-26,3,0.0,0-9 anni,0.0
2021-06-27,5,0.0,0-9 anni,0.0
2021-06-28,2,0.0,0-9 anni,0.0
2021-06-29,0,0.0,0-9 anni,0.0
2021-06-30,4,0.0,0-9 anni,0.0
2021-07-01,1,0.0,0-9 anni,0.0
2021-07-02,1,0.0,0-9 anni,0.0
2021-07-03,1,0.0,0-9 anni,0.0
2021-07-04,1,0.0,0-9 anni,0.0
2021-07-05,2,0.0,0-9 anni,0.0
2021-07-06,4,0.0,0-9 anni,0.0
2021-07-07,1,0.0,0-9 anni,0.0
2021-07-08,3,0.0,0-9 anni,0.0
2021-07-09,1,0.0,0-9 anni,0.0
2021-07-10,3,0.0,0-9 anni,0.0
2021-07-11,5,0.0,0-9 anni,0.0
2021-07-12,1,0.0,0-9 anni,0.0
2021-07-13,0,0.0,0-9 anni,0.0
2021-07-14,2,0.0,0-9 anni,0.0
2021-07-15,3,0.0,0-9 anni,0.0
2021-07-16,1,0.0,0-9 anni,0.0
2021-07-17,11,0.0,0-9 anni,0.0
2021-07-18,6,0.0,0-9 anni,0.0
2021-07-19,5,0.0,0-9 anni,0.0
2021-07-20,8,0.0,0-9 anni,0.0
2021-07-21,4,0.0,0-9 anni,0.0
2021-07-22,6,0.0,0-9 anni,0.0
2021-07-23,6,0.0,0-9 anni,0.0
2021-07-24,6,0.0,0-9 anni,0.0
2021-07-25,11,0.0,0-9 anni,0.0
2021-07-26,4,0.0,0-9 anni,0.0
2021-07-27,6,0.0,0-9 anni,0.0
2021-07-28,9,0.0,0-9 anni,0.0
2021-07-29,6,0.0,0-9 anni,0.0
2021-07-30,10,0.0,0-9 anni,0.0
2021-07-31,8,0.0,0-9 anni,0.0
2021-08-01,6,0.0,0-9 anni,0.0
2021-08-02,8,0.0,0-9 anni,0.0
2021-08-03,8,0.0,0-9 anni,0.0
2021-08-04,14,0.0,0-9 anni,0.0
2021-08-05,5,0.0,0-9 anni,0.0
2021-08-06,15,0.0,0-9 anni,0.0
2021-08-07,13,0.0,0-9 anni,0.0
2021-08-08,14,0.0,0-9 anni,0.0
2021-08-09,9,0.0,0-9 anni,0.0
2021-08-10,6,0.0,0-9 anni,0.0
2021-08-11,8,0.0,0-9 anni,0.0
2021-08-12,9,0.0,0-9 anni,0.0
2021-08-13,10,0.0,0-9 anni,0.0
2021-08-14,13,0.0,0-9 anni,0.0
2021-08-15,15,0.0,0-9 anni,0.0
2021-08-16,10,0.0,0-9 anni,0.0
2021-08-17,19,0.0,0-9 anni,0.0
2021-08-18,26,0.0,0-9 anni,0.0
2021-08-19,12,0.0,0-9 anni,0.0
2021-08-20,14,0.0,0-9 anni,0.0
2021-08-21,15,0.0,0-9 anni,0.0
2021-08-22,12,0.0,0-9 anni,0.0
2021-08-23,13,0.0,0-9 anni,0.0
2021-08-24,16,0.0,0-9 anni,0.0
2021-08-25,13,0.0,0-9 anni,0.0
2021-08-26,13,0.0,0-9 anni,0.0
2021-08-27,9,0.0,0-9 anni,0.0
2021-08-28,7,0.0,0-9 anni,0.0025906735751295338
2021-08-29,8,0.0,0-9 anni,0.002564102564102564
2021-08-30,3,0.0,0-9 anni,0.0025906735751295338
